smiles,SubstructureMatches,Min_N_O_filter,Frac_N_O,Covalent,SpecialMol,SeverityScore,SeverityComment
O[C@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1,no match,no match,0.11538461538461539,0,0,0,CLEAR
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,no match,no match,0.21212121212121213,0,0,0,CLEAR
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,no match,no match,0.2692307692307692,0,0,0,CLEAR
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,no match,no match,0.25925925925925924,0,0,0,CLEAR
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,no match,no match,0.2,0,0,0,CLEAR
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,no match,no match,0.23076923076923078,0,0,0,CLEAR
COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,no match,no match,0.25,0,0,0,CLEAR
O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,no match,no match,0.17857142857142858,0,0,0,CLEAR
C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,no match,no match,0.20689655172413793,0,0,0,CLEAR
CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,no match,no match,0.2727272727272727,0,0,0,CLEAR
COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,no match,no match,0.21428571428571427,0,0,0,CLEAR
Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCC[C@@H](O)c3cc(Cl)ccc32)c(C)c1,no match,no match,0.15625,0,0,0,CLEAR
CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,no match,no match,0.16,0,0,0,CLEAR
O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,no match,no match,0.19230769230769232,0,0,0,CLEAR
COc1cc2c(cc1OC)C(=O)[C@@H](CC1CCN(Cc3ccccc3)CC1)C2,no match,no match,0.14285714285714285,0,0,0,CLEAR
Cc1c(OCC(F)(F)F)ccnc1C[S@@](=O)c1nc2ccccc2[nH]1,no match,no match,0.2,0,0,0,CLEAR
Nc1ccncc1,no match,no match,0.2857142857142857,0,0,0,CLEAR
CN1CCC[C@@H](n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,no match,no match,0.14814814814814814,0,0,0,CLEAR
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N[C@H]1C,no match,no match,0.25,0,0,0,CLEAR
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,no match,no match,0.3,0,0,0,CLEAR
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,no match,no match,0.2,0,0,0,CLEAR
N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,no match,no match,0.125,0,0,0,CLEAR
O=C(O)CCCN1CCC(O[C@@H](c2ccc(Cl)cc2)c2ccccn2)CC1,no match,no match,0.18518518518518517,0,0,0,CLEAR
Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,no match,no match,0.25,0,0,0,CLEAR
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@H](NC(C)=O)CC2,no match,no match,0.2413793103448276,0,0,0,CLEAR
O[C@@H](CNC[C@@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@H]1CCc2cc(F)ccc2O1,no match,no match,0.1724137931034483,0,0,0,CLEAR
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,no match,no match,0.2413793103448276,0,0,0,CLEAR
COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,no match,no match,0.20689655172413793,0,0,0,CLEAR
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,no match,no match,0.3333333333333333,0,0,0,CLEAR
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,no match,no match,0.2222222222222222,0,0,0,CLEAR
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,no match,no match,0.2222222222222222,0,0,0,CLEAR
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,no match,no match,0.2222222222222222,0,0,0,CLEAR
OCC(O)CO,no match,no match,0.5,0,0,0,CLEAR
C[C@@H](O)[C@H](O)[C@@H]1CNc2[nH]c(N)nc(=O)c2N1,no match,no match,0.47058823529411764,0,0,0,CLEAR
OCc1ccccc1,no match,no match,0.125,0,0,0,CLEAR
C[C@H](O)CO,no match,no match,0.4,0,0,0,CLEAR
C[C@@H](O)CO,no match,no match,0.4,0,0,0,CLEAR
O=C(O)[C@@H]1CCCN1,no match,no match,0.375,0,0,0,CLEAR
O=C(O)[C@H]1C[C@H](O)CN1,no match,no match,0.4444444444444444,0,0,0,CLEAR
OCCN(CCO)CCO,no match,no match,0.4,0,0,0,CLEAR
CN(C)CC[C@H](c1ccc(Br)cc1)c1ccccn1,no match,no match,0.10526315789473684,0,0,0,CLEAR
CC(C)(C)NC[C@H](O)COc1cccc2c1CCC(=O)N2,no match,no match,0.23809523809523808,0,0,0,CLEAR
COC(=O)CCc1ccc(OC[C@@H](O)CNC(C)C)cc1,no match,no match,0.23809523809523808,0,0,0,CLEAR
O=C(NC[C@H]1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,no match,no match,0.17857142857142858,0,0,0,CLEAR
Nc1nc(=O)[nH]cc1F,no match,no match,0.4444444444444444,0,0,0,CLEAR
CN1[C@H]2CCC[C@H]1CC(NC(=O)c1nn(C)c3ccccc13)C2,no match,no match,0.21739130434782608,0,0,0,CLEAR
CN1[C@@H]2CCC[C@@H]1CC(NC(=O)c1nn(C)c3ccccc13)C2,no match,no match,0.21739130434782608,0,0,0,CLEAR
N[C@H]1C[C@@H]1c1ccccc1,no match,no match,0.1,0,0,0,CLEAR
N[C@H]1C[C@H]1c1ccccc1,no match,no match,0.1,0,0,0,CLEAR
NC(CO)(CO)CO,no match,no match,0.5,0,0,0,CLEAR
COc1ccc([C@H](CN(C)C)C2(O)CCCCC2)cc1,no match,no match,0.15,0,0,0,CLEAR
CN1C(=O)C[C@@](C)(c2ccccc2)C1=O,no match,no match,0.2,0,0,0,CLEAR
COC(=O)[C@@H](c1ccccc1)[C@H]1CCCCN1,no match,no match,0.17647058823529413,0,0,0,CLEAR
COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,no match,no match,0.17647058823529413,0,0,0,CLEAR
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N[C@@H]1C,no match,no match,0.25,0,0,0,CLEAR
CC(C)NC[C@H](O)c1ccc(NS(C)(=O)=O)cc1,no match,no match,0.2777777777777778,0,0,0,CLEAR
CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,no match,no match,0.15,0,0,0,CLEAR
O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1,no match,no match,0.11538461538461539,0,0,0,CLEAR
O[C@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@@H]1CCCCN1,no match,no match,0.11538461538461539,0,0,0,CLEAR
CN1CCC[C@H](n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,no match,no match,0.14814814814814814,0,0,0,CLEAR
COc1cc2c(cc1OC)C(=O)[C@H](CC1CCN(Cc3ccccc3)CC1)C2,no match,no match,0.14285714285714285,0,0,0,CLEAR
COc1ccc(C[C@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1,no match,no match,0.24,0,0,0,CLEAR
COc1ccc(C[C@@H](C)NC[C@@H](O)c2ccc(O)c(NC=O)c2)cc1,no match,no match,0.24,0,0,0,CLEAR
Cc1cn[nH]c1,no match,no match,0.3333333333333333,0,0,0,CLEAR
O=C(OC1C[C@H]2CC3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,no match,no match,0.20833333333333334,0,0,0,CLEAR
Cc1cc(C)cc(OC[C@@H]2CNC(=O)O2)c1,no match,no match,0.25,0,0,0,CLEAR
C[C@@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,no match,no match,0.20689655172413793,0,0,0,CLEAR
O=C(O)[C@H](O)[C@@H](O)CO,no match,no match,0.5555555555555556,0,0,0,CLEAR
CC(C)O,no match,no match,0.25,0,0,0,CLEAR
O=C(O)[C@@H]1C[C@H](O)CN1,no match,no match,0.4444444444444444,0,0,0,CLEAR
O=C(O)[C@@H]1C[C@@H](O)CN1,no match,no match,0.4444444444444444,0,0,0,CLEAR
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,no match,no match,0.09090909090909091,0,0,0,CLEAR
CC1(C)[C@H]2CC[C@]1(C)C(=O)C2,no match,no match,0.09090909090909091,0,0,0,CLEAR
CC12CCC(CC1)C(C)(C)O2,no match,no match,0.09090909090909091,0,0,0,CLEAR
Cc1ccc(C(C)C)c(O)c1,no match,no match,0.09090909090909091,0,0,0,CLEAR
O=C(c1ccccc1)c1ccccc1,no match,no match,0.07142857142857142,0,0,0,CLEAR
CCCC(=O)Nc1ccc(OC[C@H](O)CNC(C)C)c(C(C)=O)c1,no match,no match,0.25,0,0,0,CLEAR
NC12CC3CC(CC(C3)C1)C2,no match,no match,0.09090909090909091,0,0,0,CLEAR
CN(C)CCC=C1c2ccccc2CCc2ccccc21,no match,no match,0.047619047619047616,0,0,0,CLEAR
CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,no match,no match,0.047619047619047616,0,0,0,CLEAR
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,no match,no match,0.045454545454545456,0,0,0,CLEAR
O[C@@](CCN1CCCCC1)(c1ccccc1)C1CCCCC1,no match,no match,0.09090909090909091,0,0,0,CLEAR
O[C@](CCN1CCCCC1)(c1ccccc1)C1CCCCC1,no match,no match,0.09090909090909091,0,0,0,CLEAR
C[C@H](CN(C)C)CN1c2ccccc2CCc2ccccc21,no match,no match,0.09090909090909091,0,0,0,CLEAR
CC(C)c1cccc(C(C)C)c1O,no match,no match,0.07692307692307693,0,0,0,CLEAR
C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,no match,no match,0.05555555555555555,0,0,0,CLEAR
CN1CCN2c3ncccc3Cc3ccccc3[C@H]2C1,no match,no match,0.15,0,0,0,CLEAR
Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,no match,no match,0.08333333333333333,0,0,0,CLEAR
CC[C@H](C)C1(CC)C(=O)NC(=O)NC1=O,no match,no match,0.3333333333333333,0,0,0,CLEAR
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,no match,no match,0.5294117647058824,0,0,0,CLEAR
COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,no match,no match,0.18181818181818182,0,0,0,CLEAR
CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,no match,no match,0.14705882352941177,0,0,0,CLEAR
c1cnc2cc3c(cc2n1)[C@H]1CNC[C@@H]3C1,no match,no match,0.1875,0,0,0,CLEAR
CN[C@@H](C)CC1CCCCC1,no match,no match,0.09090909090909091,0,0,0,CLEAR
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCC[C@H]2O,no match,no match,0.22580645161290322,0,0,0,CLEAR
CN[C@H](C)CC1CCCCC1,no match,no match,0.09090909090909091,0,0,0,CLEAR
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,no match,no match,0.09090909090909091,0,0,0,CLEAR
Cn1nnc2c(C(N)=O)ncn2c1=O,no match,no match,0.5714285714285714,0,0,0,CLEAR
N[C@@H]1C[C@H]1c1ccccc1,no match,no match,0.1,0,0,0,CLEAR
C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1cc(F)ccc1F,no match,no match,0.1935483870967742,0,0,0,CLEAR
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,no match,no match,0.3939393939393939,0,0,0,CLEAR
NCCCCCC(=O)O,no match,no match,0.3333333333333333,0,0,0,CLEAR
CC(C)(CO)[C@@H](O)C(=O)NCCCO,no match,no match,0.35714285714285715,0,0,0,CLEAR
Nc1nc2c(ncn2COCCO)c(=O)[nH]1,no match,no match,0.5,0,0,0,CLEAR
CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1,no match,no match,0.18181818181818182,0,0,0,CLEAR
CC(C)NC[C@@H](O)COc1ccc(CCOCC2CC2)cc1,no match,no match,0.18181818181818182,0,0,0,CLEAR
COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,no match,no match,0.18181818181818182,0,0,0,CLEAR
COc1ccccc1OCCNC[C@H](O)COc1cccc2[nH]c3ccccc3c12,no match,no match,0.2,0,0,0,CLEAR
COc1ccccc1OCCNC[C@@H](O)COc1cccc2[nH]c3ccccc3c12,no match,no match,0.2,0,0,0,CLEAR
CCCN/C(O)=N/S(=O)(=O)c1ccc(Cl)cc1,no match,no match,0.29411764705882354,0,0,0,CLEAR
CNCCCN1c2ccccc2CCc2ccccc21,no match,no match,0.1,0,0,0,CLEAR
CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,no match,no match,0.13636363636363635,0,0,0,CLEAR
CC(C)N(CC[C@@](C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,no match,no match,0.16,0,0,0,CLEAR
CC(C)N(CC[C@](C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,no match,no match,0.16,0,0,0,CLEAR
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,no match,no match,0.08695652173913043,0,0,0,CLEAR
CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,no match,no match,0.391304347826087,0,0,0,CLEAR
CNCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,no match,no match,0.09090909090909091,0,0,0,CLEAR
CNCC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,no match,no match,0.09090909090909091,0,0,0,CLEAR
CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,no match,no match,0.16666666666666666,0,0,0,CLEAR
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,no match,no match,0.16666666666666666,0,0,0,CLEAR
CCN(CCO)CCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12,no match,no match,0.17391304347826086,0,0,0,CLEAR
CCN(CCO)CCC[C@H](C)Nc1ccnc2cc(Cl)ccc12,no match,no match,0.17391304347826086,0,0,0,CLEAR
CCCCN/C(O)=N/S(=O)(=O)c1ccc(C)cc1,no match,no match,0.2777777777777778,0,0,0,CLEAR
CCC(=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,no match,no match,0.08695652173913043,0,0,0,CLEAR
CCC(=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,no match,no match,0.08695652173913043,0,0,0,CLEAR
CN1C(=O)OC(C)(C)C1=O,no match,no match,0.4,0,0,0,CLEAR
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,no match,no match,0.25,0,0,0,CLEAR
COCCc1ccc(OC[C@@H](O)CNC(C)C)cc1,no match,no match,0.21052631578947367,0,0,0,CLEAR
COCCc1ccc(OC[C@H](O)CNC(C)C)cc1,no match,no match,0.21052631578947367,0,0,0,CLEAR
Clc1ccc([C@H](c2ccccc2Cl)C(Cl)Cl)cc1,no match,no_oxygen_or_nitrogen,0.0,0,0,0,CLEAR
Clc1ccc([C@@H](c2ccccc2Cl)C(Cl)Cl)cc1,no match,no_oxygen_or_nitrogen,0.0,0,0,0,CLEAR
CNCCC=C1c2ccccc2CCc2ccccc21,no match,no match,0.05,0,0,0,CLEAR
CCN(CC)CC#CCOC(=O)[C@@](O)(c1ccccc1)C1CCCCC1,no match,no match,0.15384615384615385,0,0,0,CLEAR
CCN(CC)CC#CCOC(=O)[C@](O)(c1ccccc1)C1CCCCC1,no match,no match,0.15384615384615385,0,0,0,CLEAR
CCN(CC)CCNC(=O)c1ccc(N)cc1,no match,no match,0.23529411764705882,0,0,0,CLEAR
CCCNC[C@H](O)COc1ccccc1C(=O)CCc1ccccc1,no match,no match,0.16,0,0,0,CLEAR
CCCNC[C@@H](O)COc1ccccc1C(=O)CCc1ccccc1,no match,no match,0.16,0,0,0,CLEAR
CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,no match,no match,0.23809523809523808,0,0,0,CLEAR
CNCCCC1c2ccccc2C=Cc2ccccc21,no match,no match,0.05,0,0,0,CLEAR
CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,no match,no match,0.12,0,0,0,CLEAR
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,no match,no match,0.35,0,0,0,CLEAR
O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,no match,no match,0.3235294117647059,0,0,0,CLEAR
CC[C@@]1(C)CC(=O)NC1=O,no match,no match,0.3,0,0,0,CLEAR
CC[C@]1(C)CC(=O)NC1=O,no match,no match,0.3,0,0,0,CLEAR
CCCCNc1ccc(C(=O)OCCN(C)C)cc1,no match,no match,0.21052631578947367,0,0,0,CLEAR
CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,no match,no match,0.14285714285714285,0,0,0,CLEAR
CCCCN1CCCC[C@@H]1C(=O)Nc1c(C)cccc1C,no match,no match,0.14285714285714285,0,0,0,CLEAR
CCCN[C@@H](C)C(=O)Nc1ccccc1C,no match,no match,0.1875,0,0,0,CLEAR
CCCN[C@H](C)C(=O)Nc1ccccc1C,no match,no match,0.1875,0,0,0,CLEAR
COc1cc(N[C@@H](C)CCCN)c2ncccc2c1,no match,no match,0.21052631578947367,0,0,0,CLEAR
COc1cc(N[C@H](C)CCCN)c2ncccc2c1,no match,no match,0.21052631578947367,0,0,0,CLEAR
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,no match,no match,0.15384615384615385,0,0,0,CLEAR
CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,no match,no match,0.22727272727272727,0,0,0,CLEAR
C=CC[C@]1([C@@H](C)C#CCC)C(=O)NC(=O)N(C)C1=O,no match,no match,0.2631578947368421,0,0,0,CLEAR
C=CC[C@@]1([C@H](C)C#CCC)C(=O)NC(=O)N(C)C1=O,no match,no match,0.2631578947368421,0,0,0,CLEAR
COCCCOc1ccnc(C[S@](=O)c2nc3ccccc3[nH]2)c1C,no match,no match,0.24,0,0,0,CLEAR
CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,no match,no match,0.2222222222222222,0,0,0,CLEAR
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,no match,no match,0.2,0,0,0,CLEAR
CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,no match,no match,0.14285714285714285,0,0,0,CLEAR
CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,no match,no match,0.041666666666666664,0,0,0,CLEAR
CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12,no match,no match,0.045454545454545456,0,0,0,CLEAR
O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,no match,no match,0.5384615384615384,0,0,0,CLEAR
CC(=O)C(=O)O,no match,no match,0.5,0,0,0,CLEAR
O=C(O)CCCO,no match,no match,0.42857142857142855,0,0,0,CLEAR
O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,no match,no match,0.16129032258064516,0,0,0,CLEAR
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,no match,no match,0.2727272727272727,0,0,0,CLEAR
C#CC[C@@H](Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,no match,no match,0.34285714285714286,0,0,0,CLEAR
C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,no match,no match,0.07692307692307693,0,0,0,CLEAR
Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,no match,no match,0.3548387096774194,0,0,0,CLEAR
N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,no match,no match,0.21212121212121213,0,0,0,CLEAR
COc1cc2nc(N(C)CCCNC(=O)[C@@H]3CCCO3)nc(N)c2cc1OC,no match,no match,0.32142857142857145,0,0,0,CLEAR
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,no match,no match,0.2413793103448276,0,0,0,CLEAR
CC[C@@H](C(N)=O)N1CCCC1=O,no match,no match,0.3333333333333333,0,0,0,CLEAR
COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,no match,no match,0.1935483870967742,0,0,0,CLEAR
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,no match,no match,0.2,0,0,0,CLEAR
C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,no match,no match,0.038461538461538464,0,0,0,CLEAR
O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,no match,no match,0.25925925925925924,0,0,0,CLEAR
Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,no match,no match,0.21428571428571427,0,0,0,CLEAR
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,no match,no match,0.25806451612903225,0,0,0,CLEAR
CCCC[C@@H](CC)COC(=O)/C=C/c1ccc(OC)cc1,no match,no match,0.14285714285714285,0,0,0,CLEAR
CCCC[C@H](CC)COC(=O)/C=C/c1ccc(OC)cc1,no match,no match,0.14285714285714285,0,0,0,CLEAR
N[C@@H]1C[C@@H]1c1ccccc1,no match,no match,0.1,0,0,0,CLEAR
C[C@H](N)Cc1ccc(O)cc1,no match,no match,0.18181818181818182,0,0,0,CLEAR
O=C(OCCO)c1ccccc1O,no match,no match,0.3076923076923077,0,0,0,CLEAR
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,no match,no match,0.10526315789473684,0,0,0,CLEAR
COc1cc2nc(N(C)CCCNC(=O)[C@H]3CCCO3)nc(N)c2cc1OC,no match,no match,0.32142857142857145,0,0,0,CLEAR
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,no match,no match,0.16666666666666666,0,0,0,CLEAR
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,no match,no match,0.22580645161290322,0,0,0,CLEAR
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,no match,no match,0.05,0,0,0,CLEAR
CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,no match,no match,0.16666666666666666,0,0,0,CLEAR
NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,no match,no match,0.125,0,0,0,CLEAR
O[C@@H](CNC[C@@H](O)[C@@H]1CCc2cc(F)ccc2O1)[C@H]1CCc2cc(F)ccc2O1,no match,no match,0.1724137931034483,0,0,0,CLEAR
CN1c2c(nc(N)[nH]c2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,no match,no match,0.3939393939393939,0,0,0,CLEAR
